0,1
Step #1,12.176279067993164
Step #2,12.138182640075684
Step #3,12.08608627319336
Step #4,11.95512580871582
Step #5,11.892515182495117
Step #6,11.843807220458984
Step #7,11.847502708435059
Step #8,11.804329872131348
Step #9,11.709936141967773
Step #10,11.705677032470703
Step #11,11.678629875183105
Step #12,11.612252235412598
Step #13,11.585956573486328
Step #14,11.570762634277344
Step #15,11.541324615478516
Step #16,11.510599136352539
Step #17,11.476836204528809
Step #18,11.460805892944336
Step #19,11.446707725524902
Step #20,11.440057754516602
Step #21,11.39633560180664
Step #22,11.417654991149902
Step #23,11.402429580688477
Step #24,11.372467994689941
Step #25,11.362345695495605
Step #26,11.308445930480957
Step #27,11.3151273727417
Step #28,11.314827919006348
Step #29,11.31258773803711
Step #30,11.32568645477295
Step #31,11.304375648498535
Step #32,11.290183067321777
Step #33,11.292223930358887
Step #34,11.23551082611084
Step #35,11.285579681396484
Step #36,11.265718460083008
Step #37,11.237144470214844
Step #38,11.269684791564941
Step #39,11.234527587890625
Step #40,11.234044075012207
Step #41,11.207344055175781
Step #42,11.1890869140625
Step #43,11.184269905090332
Step #44,11.188093185424805
Step #45,11.221222877502441
Step #46,11.20573902130127
Step #47,11.174792289733887
Step #48,11.159244537353516
Step #49,11.153996467590332
Step #50,11.142845153808594
Step #51,11.201762199401855
Step #52,11.152606964111328
Step #53,11.16946029663086
Step #54,11.13835334777832
Step #55,11.110875129699707
Step #56,11.142658233642578
Step #57,11.123252868652344
Step #58,11.143392562866211
Step #59,11.102823257446289
Step #60,11.09487533569336
Step #61,11.098823547363281
Step #62,11.12441349029541
Step #63,11.092771530151367
Step #64,11.115984916687012
Step #65,11.097753524780273
Step #66,11.093106269836426
Step #67,11.07683277130127
Step #68,11.089679718017578
Step #69,11.09896183013916
Step #70,11.060973167419434
Step #71,11.076387405395508
Step #72,11.062494277954102
Step #73,11.057756423950195
Step #74,11.090429306030273
Step #75,11.079237937927246
Step #76,11.05912971496582
Step #77,11.030181884765625
Step #78,11.079233169555664
Step #79,11.037919044494629
Step #80,11.056939125061035
Step #81,11.070754051208496
Step #82,11.049959182739258
Step #83,11.07355785369873
Step #84,11.060574531555176
Step #85,11.025331497192383
Step #86,11.021717071533203
Step #87,11.053967475891113
Step #88,11.037369728088379
Step #89,11.058662414550781
Step #90,11.039752006530762
Step #91,11.022525787353516
Step #92,11.031119346618652
Step #93,11.018071174621582
Step #94,11.034374237060547
Step #95,11.027015686035156
Step #96,11.02962589263916
Step #97,11.012496948242188
Step #98,11.01892375946045
Step #99,11.036179542541504
Step #100,11.024459838867188
Step #101,10.997335433959961
Step #102,11.008251190185547
Step #103,11.0131254196167
Step #104,11.003411293029785
