timestamp_perf_counter_sec,elapsed_sec,step,cpu_util_percent,process_cpu_util_percent,gpu_util_percent,gpu_mem_used_mb,gpu_power_w,gpu_energy_mj
11005456.847850386,9.726919233798981e-05,-1,42.9,0.0,0.0,1991.25,13.196,194787240639.0
11005457.350174438,0.5024213213473558,1,0.5,97.5,98.0,10931.25,70.973,194787333438.0
11005457.852362888,1.0046097710728645,2,0.5,103.5,100.0,11717.25,186.103,194787435682.0
11005458.35462818,1.5068750623613596,3,0.5,99.6,98.0,11717.25,218.875,194787541476.0
11005458.85685225,2.009099133312702,4,0.5,99.6,98.0,11717.25,219.656,194787646783.0
11005459.361864656,2.51411153934896,5,0.5,101.0,100.0,11717.25,225.022,194787757621.0
11005459.865134783,3.017381666228175,7,0.5,101.3,100.0,11717.25,220.759,194787866646.0
11005460.367347736,3.519594619050622,8,0.5,101.6,98.0,11717.25,221.14,194787976769.0
11005460.869412472,4.021659355610609,9,0.6,97.6,98.0,11717.25,220.621,194788083972.0
11005461.371788057,4.5240349397063255,10,0.5,103.5,100.0,11717.25,221.311,194788213030.0
11005461.873971146,5.026218028739095,12,0.5,99.6,100.0,11717.25,215.832,194788317022.0
11005462.38796802,5.540214903652668,13,0.5,103.1,99.0,11717.25,216.446,194788425460.0
11005462.890293732,6.042540615424514,14,0.6,99.6,99.0,11717.25,215.693,194788532980.0
11005463.39246366,6.5447105430066586,15,0.5,99.5,98.0,11717.25,221.44,194788640306.0
11005463.894696904,7.046943787485361,16,0.5,99.6,100.0,11717.25,222.315,194788746492.0
11005464.401334796,7.553581679239869,18,0.5,102.6,100.0,11717.25,219.049,194788850753.0
11005464.911272371,8.06351925432682,19,0.5,102.0,98.0,11717.25,222.19,194788960677.0
11005465.41329815,8.565545033663511,20,0.6,101.6,98.0,11717.25,221.079,194789069103.0
11005465.920869278,9.073116160929203,21,0.5,102.4,100.0,11717.25,225.697,194789180951.0
11005466.423055397,9.57530228048563,22,0.5,99.6,100.0,11717.25,222.932,194789290656.0
11005466.925526392,10.077773274853826,24,0.5,101.5,98.0,11717.25,219.709,194789394901.0
11005467.427867904,10.580114787444472,25,0.5,99.6,98.0,11717.25,222.155,194789504561.0
11005467.929920964,11.082167847082019,26,0.5,99.6,100.0,11717.25,221.256,194789610523.0
11005468.432212723,11.584459606558084,27,0.5,101.5,99.0,11717.25,226.191,194789718700.0
11005468.93960582,12.091852704063058,29,0.8,100.5,99.0,11717.25,222.315,194789830458.0
11005469.442757096,12.595003979280591,30,0.8,99.4,99.0,11717.25,222.648,194789937429.0
11005469.949589351,13.101836234331131,31,0.7,102.6,98.0,11717.25,222.531,194790045258.0
11005470.451834071,13.604080954566598,32,1.2,99.5,98.0,11717.25,222.057,194790150184.0
11005470.981437491,14.133684374392033,34,1.7,107.6,100.0,11717.25,219.349,194790278254.0
11005471.483718785,14.635965667665005,35,1.2,99.5,97.0,11717.25,220.476,194790388723.0
11005471.985960403,15.138207286596298,36,1.1,99.5,98.0,11717.25,218.447,194790495895.0
11005472.48847826,15.640725143253803,37,1.0,101.5,100.0,11717.25,220.183,194790603032.0
11005472.990976324,16.143223207443953,38,1.0,101.5,100.0,11717.25,221.753,194790707995.0
11005473.498181978,16.650428861379623,40,1.0,98.6,98.0,11717.25,218.018,194790812650.0
11005474.00598362,17.15823050402105,41,0.9,102.4,99.0,11717.25,220.152,194790925821.0
11005474.5087709,17.661017782986164,42,1.1,101.4,99.0,11717.25,222.539,194791033568.0
11005475.011330277,18.16357715986669,43,1.0,101.5,99.0,11717.25,226.15,194791141135.0
11005475.51803668,18.670283563435078,44,1.1,100.7,100.0,11717.25,224.199,194791252683.0
11005476.021125564,19.173372447490692,46,1.1,99.4,100.0,11717.25,220.885,194791355917.0
11005476.523747392,19.675994275137782,47,1.1,101.5,98.0,11717.25,223.144,194791468225.0
11005477.02637722,20.178624102845788,48,1.0,101.5,98.0,11717.25,223.499,194791577502.0
11005477.528914195,20.681161077693105,49,1.1,99.5,100.0,11717.25,229.092,194791685739.0
11005478.036249608,21.18849649094045,51,1.1,102.5,100.0,11717.25,222.772,194791797841.0
11005478.539838752,21.69208563491702,52,1.1,101.3,98.0,11717.25,221.486,194791902739.0
11005479.046431715,22.198678597807884,53,1.0,98.7,98.0,11717.25,225.143,194792013148.0
11005479.549071891,22.70131877437234,54,0.7,101.4,100.0,11717.25,222.944,194792118826.0
11005480.056211984,23.208458866924047,55,0.7,102.6,99.0,11717.25,225.242,194792230072.0
11005480.559832435,23.712079318240285,57,0.7,101.3,99.0,11717.25,221.457,194792339393.0
11005481.062670568,24.214917451143265,58,0.7,99.4,99.0,11717.25,219.848,194792445674.0
11005481.567428447,24.71967533044517,59,0.7,101.0,98.0,11717.25,221.597,194792575413.0
11005482.07516612,25.22741300240159,60,0.7,102.4,99.0,11717.25,221.599,194792682295.0
11005482.578086862,25.730333745479584,61,0.7,99.4,100.0,11717.25,216.622,194792787756.0
11005483.08984432,26.24209120310843,63,0.8,103.6,98.0,11717.25,216.341,194792899297.0
11005483.595260832,26.74750771559775,64,0.7,100.9,98.0,11717.25,217.746,194793006797.0
11005484.098112132,27.25035901553929,65,0.8,99.4,100.0,11717.25,220.923,194793114699.0
11005484.600852752,27.753099635243416,66,0.7,101.4,100.0,11717.25,223.686,194793222850.0
11005485.10359848,28.255845362320542,68,0.8,99.4,99.0,11717.25,220.508,194793327949.0
11005485.607473869,28.75972075201571,69,0.8,101.2,99.0,11717.25,224.062,194793441519.0
11005486.114871465,29.26711834780872,70,0.8,100.5,99.0,11717.25,223.058,194793552663.0
11005486.617616704,29.769863586872816,71,0.7,101.4,99.0,11717.25,224.983,194793662626.0
11005487.120353943,30.272600825875998,72,0.7,101.4,100.0,11717.25,224.746,194793770653.0
11005487.623163702,30.77541058510542,74,0.8,99.4,100.0,11717.25,220.845,194793874553.0
11005488.125933003,31.278179885819554,75,0.8,101.4,98.0,11717.25,220.754,194793983515.0
11005488.633335588,31.785582471638918,76,0.8,102.5,98.0,11717.25,221.667,194794096768.0
11005489.136061367,32.288308249786496,77,0.8,99.5,100.0,11717.25,227.764,194794207704.0
11005489.638825906,32.79107278957963,78,0.8,101.4,100.0,11717.25,226.088,194794316287.0
11005490.154546637,33.306793520227075,80,0.8,100.9,98.0,11717.25,219.206,194794421187.0
11005490.662910108,33.81515699066222,81,0.8,104.3,99.0,11717.25,222.469,194794552295.0
11005491.165622927,34.31786981038749,82,0.8,99.4,99.0,11717.25,227.38,194794665972.0
11005491.672572605,34.824819488450885,83,1.0,102.6,99.0,11717.25,225.538,194794778560.0
11005492.176606406,35.328853288665414,85,0.9,99.2,100.0,11717.25,222.739,194794885273.0
11005492.679588208,35.831835091114044,86,1.1,101.4,98.0,11717.25,222.677,194794993618.0
11005493.182563093,36.33480997569859,87,1.0,99.4,98.0,11717.25,220.694,194795101521.0
11005493.68528247,36.837529353797436,88,0.9,101.5,100.0,11717.25,224.545,194795210182.0
11005494.19161108,37.34385796263814,89,0.8,100.7,100.0,11717.25,223.197,194795321787.0
11005494.69515066,37.84739754348993,91,0.9,99.3,98.0,11717.25,221.607,194795428090.0
11005495.19788124,38.350128123536706,92,1.0,101.4,98.0,11717.25,220.96,194795535674.0
11005495.70252404,38.85477092303336,93,0.9,101.1,100.0,11717.25,218.063,194795641328.0
11005496.20528828,39.35753516294062,94,1.0,101.4,98.0,11717.25,221.093,194795747258.0
11005496.711338433,39.86358531564474,95,1.0,100.8,100.0,11717.25,220.055,194795856719.0
11005497.214862725,40.36710960790515,97,0.9,99.3,100.0,11717.25,218.233,194795960436.0
11005497.717585083,40.869831966236234,98,0.8,103.4,98.0,11717.25,221.497,194796069826.0
11005498.220367633,41.372614515945315,99,0.9,99.4,98.0,11717.25,221.724,194796178626.0
11005498.723119263,41.87536614574492,100,0.9,99.4,100.0,11717.25,227.151,194796288072.0
11005499.23007687,42.38232375308871,102,0.8,102.6,100.0,11717.25,225.725,194796399789.0
11005499.733143205,42.88539008796215,103,0.9,101.4,98.0,11717.25,221.504,194796502533.0
11005500.235808823,43.3880557063967,104,0.9,101.5,98.0,11717.25,221.884,194796612766.0
11005500.73844916,43.89069604314864,105,0.8,99.5,99.0,11717.25,221.684,194796721945.0
11005501.24119434,44.39344122260809,106,0.8,99.5,99.0,11717.25,226.801,194796831647.0
11005501.74830338,44.900550263002515,108,0.8,102.5,100.0,11717.25,225.595,194796944019.0
11005502.252042577,45.40428945980966,109,0.8,99.3,100.0,11717.25,222.238,194797047976.0
