batch_size,phase,mean_phase_ms,std_phase_ms
4,forward,132.76045435448276,2.3257109613173146
4,backward,227.82879077103448,0.8878343414825116
4,optimizer,56.689930186206894,0.30188840698367003
8,forward,131.190479574359,2.8337532598440665
8,backward,226.79946168333333,3.7494677199950543
8,optimizer,56.753741164102564,0.38858221852336955
16,forward,131.67243647125,2.4927128913946235
16,backward,228.58455892874997,3.3939227613846676
16,optimizer,56.813513395,0.5197913839243671
