task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
Backward pass #11,2026-02-21T20:08:30,energy-efficiency,d5bb6562-9b15-44a1-84f3-c82fa312ca16,0.11510571092367172,7.255803489602149e-08,6.33157390549669e-07,360.0,153.80870290293697,10.0,1.2664799392223382e-05,5.411671001098739e-06,3.5164553879035794e-07,1.8428115932112455e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Optimisation step #11,2026-02-21T20:08:30,energy-efficiency,d5bb6562-9b15-44a1-84f3-c82fa312ca16,0.07825244404375553,4.394924232616679e-08,5.670811941268963e-07,360.0,330.8870636133354,10.0,5.732720065861963e-06,5.270281992153514e-06,1.5912125301029887e-07,1.1162123311025778e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Forward pass #12,2026-02-21T20:08:30,energy-efficiency,d5bb6562-9b15-44a1-84f3-c82fa312ca16,0.0650425748899579,4.268545138614568e-08,6.592521903433636e-07,360.0,227.299761966708,10.0,6.533670891076336e-06,4.12611441191757e-06,1.8136341176513165e-07,1.0841148714759027e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Backward pass #12,2026-02-21T20:08:31,energy-efficiency,d5bb6562-9b15-44a1-84f3-c82fa312ca16,0.11524577345699072,7.039394496182756e-08,6.137026629678049e-07,360.0,153.1192964853682,10.0,1.230326173827051e-05,5.233615297584038e-06,3.416085175962914e-07,1.7878485553450834e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Optimisation step #12,2026-02-21T20:08:31,energy-efficiency,d5bb6562-9b15-44a1-84f3-c82fa312ca16,0.0816534673795104,4.190097981730064e-08,5.165206981803915e-07,360.0,296.74371236431506,10.0,5.745484400540601e-06,4.736948234551619e-06,1.5947786935915467e-07,1.0641910504451384e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Forward pass #13,2026-02-21T20:08:31,energy-efficiency,d5bb6562-9b15-44a1-84f3-c82fa312ca16,0.06487162131816149,4.702274231932216e-08,7.282926015255425e-07,360.0,296.11710079333085,10.0,6.4538536593318225e-06,5.309726468283316e-06,1.7914335088183544e-07,1.1942723478496921e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Backward pass #13,2026-02-21T20:08:31,energy-efficiency,d5bb6562-9b15-44a1-84f3-c82fa312ca16,0.1159086525440216,7.211075700861694e-08,6.259697930902892e-07,360.0,146.9912551032748,10.0,1.2752512656152273e-05,5.208059722150438e-06,3.539449871621195e-07,1.8314517365464775e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Optimisation step #13,2026-02-21T20:08:31,energy-efficiency,d5bb6562-9b15-44a1-84f3-c82fa312ca16,0.07655041851103306,2.346459546947973e-08,3.0959081874636606e-07,360.0,0.0,10.0,5.798526201397181e-06,0.0,1.6095556008319004e-07,5.9594817614803605e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Forward pass #14,2026-02-21T20:08:31,energy-efficiency,d5bb6562-9b15-44a1-84f3-c82fa312ca16,0.0654437905177474,2.6364173836534638e-08,4.0602867105126904e-07,360.0,0.0,10.0,6.515091657638525e-06,0.0,1.8081807324455773e-07,6.695909730883103e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
Backward pass #14,2026-02-21T20:08:31,energy-efficiency,d5bb6562-9b15-44a1-84f3-c82fa312ca16,0.11533072497695684,9.388466682794392e-08,8.176503903319439e-07,360.0,309.44535855757323,10.0,1.263326406478882e-05,1.0860564245263049e-05,3.5077452452646444e-07,2.3844602834578233e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
