timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-02-21T19:55:05,energy-efficiency,6b77921a-fd23-42d9-bcad-d791fb4b7740,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.29539466742426157,4.083562111688578e-05,0.00013824088793801915,360.0,0.0,10.0,0.006837988238222898,0.0033434132302865294,0.00018993178466076248,0.010371333253170186,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N,1.0,0.0
