method,total_train_sec,mean_step_ms,mean_forward_ms,mean_backward_ms,mean_optimizer_ms,final_loss
cached_batchsize4_4_mean,302.72698798233336,241.0603517041766,65.85008479835062,117.4047634557063,56.622119541899444,10.456699053446451
on_the_fly_trial,305.181720032,240.95734963787638,65.88325141917592,117.10048231378762,56.74641389064976,10.830784797668457
