timestamp_perf_counter_sec,elapsed_sec,step,cpu_util_percent,process_cpu_util_percent,gpu_util_percent,gpu_mem_used_mb,gpu_power_w,gpu_energy_mj
11419410.75608274,0.00046880729496479034,-1,0.0,0.0,14.0,1991.25,15.918,144215404064.0
11419411.258989368,0.5033754352480173,0,1.1,97.5,95.0,16203.25,57.379,144215494877.0
11419411.761313988,1.0057000555098057,1,1.1,103.5,97.0,17777.25,190.512,144215604522.0
11419412.263576996,1.5079630631953478,1,1.0,99.5,100.0,19349.25,232.04,144215718734.0
11419412.7660198,2.010405868291855,2,1.1,99.5,100.0,19349.25,231.904,144215828200.0
11419413.268274736,2.51266080327332,3,1.0,101.5,98.0,19349.25,229.709,144215940368.0
11419413.775186416,3.0195724833756685,4,1.0,100.6,99.0,19349.25,231.029,144216054630.0
11419414.277924305,3.522310372442007,4,1.1,101.4,100.0,19349.25,233.121,144216170456.0
11419414.797454124,4.0418401919305325,5,1.1,103.9,100.0,19349.25,233.521,144216307999.0
11419415.299791696,4.544177763164043,6,1.1,101.5,97.0,19349.25,231.856,144216419281.0
11419415.802101955,5.046488022431731,6,1.1,99.6,100.0,19349.25,233.065,144216533817.0
11419416.304373143,5.548759210854769,7,1.1,99.5,100.0,19349.25,233.168,144216643353.0
11419416.806618012,6.051004080101848,8,1.0,99.6,98.0,19349.25,229.241,144216754100.0
11419417.313709253,6.558095321059227,8,1.1,102.6,99.0,19349.25,229.756,144216868538.0
11419417.817454997,7.061841065064073,9,1.1,101.2,100.0,19349.25,231.012,144216983211.0
11419418.319684649,7.564070716500282,10,1.0,99.6,100.0,19349.25,230.757,144217095161.0
11419418.822048176,8.066434243693948,11,1.1,99.5,100.0,19349.25,229.571,144217202742.0
11419419.325428776,8.569814844056964,11,1.1,101.3,100.0,19349.25,233.917,144217318990.0
11419419.832952065,9.077338133007288,12,1.1,102.5,99.0,19349.25,230.635,144217432545.0
11419420.336271623,9.580657690763474,13,1.0,99.3,98.0,19349.25,230.739,144217546482.0
11419420.838693043,10.083079110831022,13,1.0,101.5,100.0,19349.25,233.124,144217662682.0
11419421.34137279,10.585758857429028,14,1.1,99.5,100.0,19349.25,230.258,144217770527.0
11419421.84367947,11.088065536692739,15,1.0,103.5,98.0,19349.25,228.367,144217880490.0
11419422.345925529,11.590311596170068,15,1.0,97.6,100.0,19349.25,231.092,144217993765.0
11419422.852753395,12.097139462828636,16,1.1,102.6,100.0,19349.25,234.043,144218107302.0
11419423.355136488,12.59952255524695,17,1.0,99.5,99.0,19349.25,231.751,144218222879.0
11419423.857510537,13.101896604523063,18,1.1,101.5,100.0,19349.25,234.461,144218339462.0
11419424.359672714,13.604058781638741,18,1.0,101.6,100.0,19349.25,232.846,144218447921.0
11419424.861981563,14.106367630884051,19,1.1,99.5,98.0,19349.25,228.877,144218558110.0
11419425.365146779,14.609532846137881,20,1.1,99.4,99.0,19349.25,227.95,144218669091.0
11419425.871524518,15.115910585969687,20,1.1,102.7,100.0,19349.25,230.384,144218784022.0
11419426.373688325,15.61807439289987,21,1.1,101.6,100.0,19349.25,229.846,144218899258.0
11419426.876039825,16.120425892993808,22,1.1,99.5,100.0,19349.25,230.048,144219008056.0
11419427.378208812,16.622594879940152,22,1.0,101.6,100.0,19349.25,234.237,144219125808.0
11419427.8803967,17.124782767146826,23,1.1,97.6,100.0,19349.25,234.481,144219259235.0
11419428.383089146,17.62747521325946,24,1.0,101.4,98.0,19349.25,229.08,144219374754.0
11419428.89027022,18.13465628772974,24,1.1,102.5,99.0,19349.25,231.874,144219492326.0
11419429.393760651,18.63814671896398,25,1.1,99.3,100.0,19349.25,232.339,144219603652.0
11419429.89597002,19.14035608805716,26,1.0,101.5,100.0,19349.25,230.371,144219716305.0
11419430.398311,19.642697067931294,27,1.0,101.5,100.0,19349.25,228.777,144219827965.0
11419430.901559254,20.145945321768522,27,1.1,101.3,100.0,19349.25,233.986,144219943284.0
11419431.403805053,20.64819112047553,28,1.0,99.5,99.0,19349.25,230.69,144220055735.0
11419431.909605024,21.15399109199643,29,1.1,100.8,98.0,19349.25,228.402,144220166527.0
11419432.43123751,21.675623577088118,29,1.1,103.5,99.0,19349.25,232.198,144220282151.0
11419432.933486208,22.177872275933623,30,1.1,101.5,100.0,19349.25,228.758,144220394551.0
11419433.435761368,22.68014743551612,31,1.1,101.5,99.0,19349.25,230.564,144220507571.0
11419433.938006176,23.182392243295908,31,1.0,97.6,100.0,19349.25,233.041,144220622711.0
11419434.440320116,23.68470618315041,32,1.0,101.5,100.0,19349.25,231.953,144220731283.0
11419434.942505362,24.186891429126263,33,1.1,99.6,98.0,19349.25,229.951,144220842515.0
11419435.448517965,24.69290403276682,33,1.1,102.8,100.0,19349.25,233.721,144220959758.0
