step_ms,forward_ms,backward_ms,optimizer_ms,gpu_mem_alloc_MB,gpu_mem_reserved_MB,gpu_mem_max_MB,proc_cpu_percent,sys_cpu_percent,ram_used_MB,ram_percent
240.227096,66.117153,116.759771,56.717384,5070.91455078125,7974.0,7309.55615234375,99.4,0.5,14324.7890625,2.8
240.695864,67.070408,116.519777,56.47156,5070.91455078125,7974.0,7309.55615234375,99.2,0.5,14324.7890625,2.8
240.544112,66.572189,116.478666,56.848707,5070.91455078125,7974.0,7309.55615234375,99.3,0.5,14325.03515625,2.8
241.943804,66.993046,117.647124,56.625413,5070.91455078125,7974.0,7309.55615234375,98.7,0.7,14325.47265625,2.8
240.234826,66.730762,116.419806,56.44718,5070.91455078125,7974.0,7309.55615234375,103.5,0.5,14325.47265625,2.8
242.074406,67.077028,117.751707,56.614302,5070.91455078125,7974.0,7309.55615234375,98.6,0.5,14325.47265625,2.8
239.974663,65.96005,116.932013,56.45904,5070.91455078125,7974.0,7309.55615234375,103.6,0.5,14326.59765625,2.8
240.486711,65.596984,117.682625,56.582432,5070.91455078125,7974.0,7309.55615234375,99.3,0.5,14326.59765625,2.8
238.940347,65.575943,116.197392,56.540122,5070.91455078125,7974.0,7309.55615234375,95.7,0.5,14326.59765625,2.8
239.428024,64.382255,117.795627,56.304667,5070.91455078125,7974.0,7309.55615234375,103.9,0.5,14326.59765625,2.8
235.103327,63.613222,114.105929,56.750595,5070.91455078125,7974.0,7309.55615234375,97.3,0.5,14326.84375,2.8
239.80759,65.99686,116.657339,56.456049,5070.91455078125,7974.0,7309.55615234375,99.5,0.6,14326.84375,2.8
