timestamp_perf_counter_sec,elapsed_sec,step,cpu_util_percent,gpu_util_percent,gpu_mem_used_mb,gpu_power_w,gpu_energy_mj
10836449.393248284,0.00023369304835796356,-1,0.0,4.0,1991.25,17.449,177229797070.0
10836449.89837493,0.5053603388369083,0,1.4,100.0,16201.25,74.833,177229861339.0
10836450.401923409,1.0089088175445795,1,1.6,100.0,17777.25,165.314,177229970070.0
10836450.904966956,1.5119523648172617,1,1.6,100.0,19349.25,229.105,177230085053.0
10836451.407391874,2.0143772829324007,2,1.6,97.0,19349.25,228.464,177230195063.0
10836451.911207484,2.518192892894149,3,1.6,97.0,19349.25,227.767,177230303393.0
10836452.418155232,3.025140641257167,3,1.6,100.0,19349.25,232.484,177230420978.0
10836452.920272823,3.5272582322359085,4,1.6,100.0,19349.25,227.894,177230532681.0
10836453.422364095,4.0293495040386915,5,1.6,99.0,19349.25,229.038,177230645118.0
10836453.924497249,4.531482657417655,5,1.6,100.0,19349.25,231.646,177230761090.0
10836454.426747892,5.0337333008646965,6,1.6,100.0,19349.25,231.078,177230894358.0
10836454.92915568,5.536141088232398,7,1.6,97.0,19349.25,230.528,177231009080.0
10836455.43115698,6.038142388686538,7,1.6,99.0,19349.25,229.243,177231123097.0
10836455.938973213,6.545958621427417,8,1.6,100.0,19349.25,229.157,177231235785.0
10836456.441090826,7.0480762347579,9,1.6,100.0,19349.25,226.837,177231347812.0
10836456.943792857,7.550778266042471,10,1.7,100.0,19349.25,226.224,177231458305.0
10836457.447349424,8.05433483235538,10,1.6,100.0,19349.25,231.859,177231573319.0
10836457.949505707,8.556491116061807,11,1.6,97.0,19349.25,230.245,177231683572.0
10836458.456611538,9.06359694711864,12,1.6,96.0,19349.25,229.856,177231796459.0
10836458.959176937,9.566162345930934,12,1.6,100.0,19349.25,232.626,177231915831.0
10836459.461326731,10.06831214018166,13,1.6,100.0,19349.25,228.899,177232022042.0
10836459.96612331,10.573108719661832,14,1.6,97.0,19349.25,227.192,177232132919.0
10836460.468230112,11.075215520337224,14,1.6,100.0,19349.25,229.322,177232245406.0
10836460.975534266,11.582519674673676,15,1.6,100.0,19349.25,232.74,177232359387.0
10836461.478820238,12.085805647075176,16,1.6,98.0,19349.25,229.368,177232471039.0
10836461.98090761,12.587893018499017,16,1.6,100.0,19349.25,232.336,177232584344.0
10836462.483093504,13.09007891267538,17,1.6,100.0,19349.25,231.878,177232695588.0
10836462.985338088,13.592323496937752,18,1.6,96.0,19349.25,228.453,177232805701.0
10836463.487514392,14.094499800354242,19,1.6,99.0,19349.25,229.548,177232916641.0
10836464.015930943,14.622916352003813,19,1.6,100.0,19349.25,232.533,177233029859.0
10836464.518102568,15.125087976455688,20,1.6,100.0,19349.25,230.746,177233141360.0
10836465.020303583,15.627288991585374,21,1.6,100.0,19349.25,228.544,177233251181.0
10836465.522772811,16.129758220165968,21,1.6,100.0,19349.25,231.74,177233365547.0
10836466.025171148,16.632156556472182,22,1.6,97.0,19349.25,228.41,177233501459.0
10836466.53746428,17.144449688494205,23,1.6,96.0,19349.25,227.132,177233611973.0
10836467.0395395,17.646524908021092,23,1.6,100.0,19349.25,230.241,177233726396.0
10836467.541650172,18.14863558113575,24,1.6,100.0,19349.25,232.393,177233837354.0
10836468.043756595,18.650742003694177,25,1.6,97.0,19349.25,228.891,177233948129.0
10836468.545879995,19.15286540426314,25,1.6,100.0,19349.25,231.963,177234063052.0
10836469.053358473,19.660343881696463,26,1.6,100.0,19349.25,232.107,177234175226.0
10836469.5558145,20.162799909710884,27,1.6,96.0,19349.25,229.002,177234287669.0
10836470.058787448,20.665772857144475,27,1.6,99.0,19349.25,228.846,177234399752.0
10836470.561160345,21.16814575344324,28,1.6,100.0,19349.25,230.453,177234513738.0
10836471.064254476,21.67123988457024,29,1.6,100.0,19349.25,230.339,177234624722.0
10836471.566347295,22.173332704231143,30,1.6,100.0,19349.25,229.737,177234733458.0
10836472.072373489,22.679358897730708,30,1.6,100.0,19349.25,231.755,177234850834.0
10836472.57514186,23.182127268984914,31,1.6,97.0,19349.25,225.669,177234963292.0
10836473.077926137,23.68491154536605,32,1.6,97.0,19349.25,227.893,177235073515.0
10836473.580052316,24.187037725001574,32,1.6,100.0,19349.25,232.632,177235188437.0
10836474.08222941,24.689214818179607,33,1.6,100.0,19349.25,229.28,177235297877.0
10836474.584351564,25.191336972638965,34,1.6,99.0,19349.25,229.214,177235408028.0
10836475.090360092,25.697345500811934,34,1.6,100.0,19349.25,232.332,177235525911.0
10836475.59383192,26.200817327946424,35,1.6,100.0,19349.25,231.103,177235634822.0
10836476.096014673,26.703000081703067,36,1.6,97.0,19349.25,227.598,177235746020.0
10836476.611962007,27.21894741617143,36,1.6,100.0,19349.25,229.532,177235861919.0
10836477.114175312,27.72116072103381,37,1.6,100.0,19349.25,234.182,177235974380.0
10836477.616300784,28.22328619286418,38,1.6,97.0,19349.25,231.384,177236087566.0
10836478.118947156,28.7259325645864,39,1.6,100.0,19349.25,235.048,177236201196.0
10836478.622007154,29.22899256274104,39,1.6,100.0,19349.25,233.132,177236335902.0
10836479.124025455,29.731010863557458,40,1.6,97.0,19349.25,228.586,177236447847.0
10836479.629933404,30.23691881261766,41,1.6,97.0,19349.25,228.111,177236559966.0
10836480.133040324,30.740025732666254,41,1.6,100.0,19349.25,233.309,177236677668.0
10836480.635261036,31.242246445268393,42,1.6,100.0,19349.25,231.119,177236788081.0
10836481.13740668,31.744392089545727,43,1.6,99.0,19349.25,229.554,177236899898.0
10836481.639607444,32.24659285321832,43,1.6,100.0,19349.25,231.663,177237012846.0
10836482.141703956,32.748689364641905,44,1.6,100.0,19349.25,229.924,177237123878.0
10836482.64852418,33.255509588867426,45,1.6,96.0,19349.25,228.048,177237234394.0
10836483.151340613,33.75832602195442,45,1.6,100.0,19349.25,231.848,177237350911.0
10836483.653499767,34.26048517599702,46,1.6,100.0,19349.25,231.797,177237462392.0
10836484.155536529,34.76252193748951,47,1.6,97.0,19349.25,230.046,177237575463.0
10836484.65761029,35.264595698565245,47,1.6,100.0,19349.25,234.402,177237691316.0
10836485.159750862,35.76673627085984,48,1.6,100.0,19349.25,232.119,177237800863.0
10836485.661866996,36.26885240525007,49,1.6,97.0,19349.25,229.007,177237912169.0
10836486.168319903,36.775305312126875,50,1.6,100.0,19349.25,231.873,177238027426.0
10836486.68948817,37.296473579481244,50,1.6,100.0,19349.25,233.077,177238140646.0
10836487.19156666,37.79855206795037,51,1.6,96.0,19349.25,230.116,177238251370.0
10836487.693650732,38.30063614062965,52,1.6,99.0,19349.25,229.468,177238362820.0
10836488.197012467,38.803997876122594,52,1.6,100.0,19349.25,231.692,177238475028.0
10836488.699082658,39.30606806650758,53,1.5,100.0,19349.25,229.627,177238586893.0
10836489.20627527,39.813260678201914,54,1.6,100.0,19349.25,228.528,177238699806.0
10836489.715848103,40.32283351197839,54,1.6,100.0,19349.25,233.549,177238837928.0
10836490.218142528,40.82512793689966,55,1.6,97.0,19349.25,235.065,177238951529.0
10836490.720094629,41.32708003744483,56,1.6,96.0,19349.25,231.441,177239067296.0
10836491.22622156,41.833206968382,56,1.6,100.0,19349.25,234.016,177239185291.0
10836491.72936906,42.33635446801782,57,1.6,100.0,19349.25,231.77,177239293388.0
10836492.231586093,42.838571501895785,58,1.6,97.0,19349.25,229.089,177239407551.0
10836492.733663186,43.34064859524369,58,1.6,100.0,19349.25,233.036,177239520602.0
10836493.236822257,43.843807665631175,59,1.6,100.0,19349.25,234.27,177239634637.0
10836493.738967229,44.34595263749361,60,1.6,96.0,19349.25,232.627,177239744866.0
10836494.245507928,44.85249333642423,61,1.6,99.0,19349.25,230.551,177239858205.0
10836494.753148587,45.360133996233344,61,1.6,100.0,19349.25,230.844,177239969721.0
10836495.25524436,45.86222976818681,62,1.6,100.0,19349.25,229.997,177240082553.0
10836495.757462764,46.364448172971606,63,1.6,100.0,19349.25,229.822,177240188637.0
10836496.277207905,46.88419331423938,63,1.6,100.0,19349.25,234.69,177240308298.0
10836496.784162832,47.391148241236806,64,1.6,97.0,19349.25,230.571,177240421198.0
10836497.287366673,47.894352082163095,65,1.6,96.0,19349.25,228.53,177240531623.0
10836497.789613228,48.396598637104034,65,1.6,100.0,19349.25,230.831,177240646269.0
10836498.291711232,48.89869664050639,66,1.6,100.0,19349.25,229.875,177240758252.0
10836498.793917837,49.400903245434165,67,1.6,99.0,19349.25,232.146,177240870024.0
10836499.296069756,49.90305516496301,67,1.6,100.0,19349.25,234.535,177240985344.0
10836499.802924944,50.409910352900624,68,1.6,100.0,19349.25,232.89,177241095845.0
10836500.306370107,50.9133555162698,69,1.6,97.0,19349.25,228.804,177241208465.0
10836500.80845468,51.415440088137984,69,1.6,100.0,19349.25,230.545,177241323524.0
10836501.310630132,51.91761554032564,70,1.6,100.0,19349.25,234.104,177241437529.0
10836501.812787246,52.419772654771805,71,1.6,96.0,19349.25,232.992,177241573774.0
10836502.315021712,52.922007121145725,71,1.6,100.0,19349.25,230.945,177241686395.0
10836502.82210504,53.42909044958651,72,1.6,100.0,19349.25,233.623,177241805180.0
10836503.325102976,53.93208838440478,73,1.6,97.0,19349.25,228.175,177241919117.0
10836503.827174688,54.43416009657085,74,1.6,96.0,19349.25,226.904,177242031425.0
10836504.331114072,54.93809948116541,74,1.6,100.0,19349.25,231.985,177242145930.0
10836504.833305428,55.44029083661735,75,1.6,100.0,19349.25,230.299,177242256826.0
10836505.33541726,55.94240266829729,76,1.6,99.0,19349.25,231.401,177242367014.0
10836505.863643,56.47062840871513,76,1.6,100.0,19349.25,234.112,177242484959.0
10836506.365847364,56.97283277288079,77,1.6,100.0,19349.25,230.5,177242593816.0
10836506.867878504,57.47486391291022,78,1.6,96.0,19349.25,229.299,177242706884.0
