step,phase,time_ms
0,forward,149.516238
0,backward,127.562875
0,optimizer,68.542786
1,forward,65.010568
1,backward,115.780369
1,optimizer,56.284282
2,forward,62.555108
2,backward,118.834229
2,optimizer,57.014425
3,forward,64.157243
3,backward,114.778863
3,optimizer,56.376535
4,forward,65.526285
4,backward,115.555306
4,optimizer,56.612358
5,forward,64.445228
5,backward,116.965309
5,optimizer,56.448115
6,forward,62.430045
6,backward,113.978959
6,optimizer,56.533237
7,forward,64.832724
7,backward,115.85733
7,optimizer,56.478967
8,forward,66.107785
8,backward,116.094414
8,optimizer,56.381284
9,forward,64.737934
9,backward,115.958452
9,optimizer,56.466716
10,forward,64.649143
10,backward,116.522611
10,optimizer,56.666119
11,forward,64.625071
11,backward,115.659847
11,optimizer,56.779792
12,forward,63.496632
12,backward,117.304605
12,optimizer,56.579827
13,forward,62.944613
13,backward,112.522106
13,optimizer,56.527627
14,forward,65.220911
14,backward,115.697178
14,optimizer,56.572498
15,forward,65.163559
15,backward,116.849137
15,optimizer,56.580147
16,forward,65.232481
16,backward,115.700408
16,optimizer,56.539046
17,forward,63.587035
17,backward,115.916932
17,optimizer,56.520647
18,forward,66.600084
18,backward,115.922831
18,optimizer,56.997356
19,forward,65.830811
19,backward,115.651117
19,optimizer,56.764291
20,forward,64.760054
20,backward,115.968482
20,optimizer,56.942693
21,forward,65.775761
21,backward,116.066704
21,optimizer,56.950093
22,forward,64.955786
22,backward,116.990439
22,optimizer,56.588228
23,forward,65.707939
23,backward,115.78061
23,optimizer,56.751411
24,forward,63.535554
24,backward,117.458108
24,optimizer,56.673129
25,forward,66.864759
25,backward,115.931742
25,optimizer,56.372754
26,forward,65.923082
26,backward,115.703588
26,optimizer,56.937635
27,forward,64.854655
27,backward,115.843671
27,optimizer,56.297433
28,forward,65.892002
28,backward,115.964442
28,optimizer,56.589268
29,forward,65.020948
29,backward,116.684614
29,optimizer,56.792751
30,forward,66.028254
30,backward,115.970102
30,optimizer,56.756061
31,forward,63.569803
31,backward,117.506198
31,optimizer,56.472896
32,forward,66.811748
32,backward,116.014543
32,optimizer,56.559817
33,forward,62.921543
33,backward,118.059547
33,optimizer,56.380575
34,forward,64.340177
34,backward,114.567019
34,optimizer,56.556318
35,forward,65.966203
35,backward,115.660647
35,optimizer,56.75442
36,forward,64.859175
36,backward,116.634863
36,optimizer,56.996614
37,forward,65.73438
37,backward,115.582196
37,optimizer,56.432165
38,forward,63.526863
38,backward,117.380195
38,optimizer,56.532748
39,forward,66.678675
39,backward,115.874771
39,optimizer,56.339074
40,forward,65.74477
40,backward,115.518485
40,optimizer,56.68284
41,forward,65.076419
41,backward,116.139774
41,optimizer,56.921714
42,forward,65.632448
42,backward,115.564206
42,optimizer,56.528667
43,forward,64.745982
43,backward,116.712215
43,optimizer,57.004885
44,forward,65.821991
44,backward,115.653497
44,optimizer,56.665898
