timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-03-19T18:37:56,codecarbon,84e5d2fe-6ec2-4cff-8a1d-d082117a813e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,295.60380320064723,0.00018632339874778277,6.303146195359059e-07,360.0,228.51448366990462,10.0,0.029387207168899476,0.017118572583740388,0.0008161908314563322,0.04732197058409623,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,-73.5794,45.5063,4,machine,N,1.0,0.0
