timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-04-06T14:56:59,codecarbon,bd6a3466-d065-4475-b596-312341cc8059,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,300.0348047558218,0.00019350698128974632,6.449484467218017e-07,360.0,215.24673331208922,10.0,0.029839061118476083,0.018478631727340655,0.000828746828172977,0.049146439673989704,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,-73.5794,45.5063,4,machine,N,1.0,0.0
