timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-04-01T19:51:15,codecarbon,942ecf3f-8582-40fb-ad3b-a1d3c2639a71,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,299.487160731107,0.00019346500469927524,6.459876417639713e-07,360.0,226.03958617029477,10.0,0.029781451952829933,0.018527164266167517,0.000827162341075018,0.049135778560072486,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,-73.5794,45.5063,4,machine,N,1.0,0.0
