timestamp_perf_counter_sec,elapsed_sec,step,cpu_util_percent,process_cpu_util_percent,gpu_util_percent,gpu_mem_used_mb,gpu_power_w,gpu_energy_mj
11004094.510896863,9.270012378692627e-05,-1,0.0,0.0,28.0,1991.25,14.36,194608899948.0
11004095.013174433,0.5023702699691057,0,0.6,99.5,97.0,9919.25,63.603,194609002644.0
11004095.515433501,1.0046293381601572,1,0.6,101.6,99.0,12279.25,201.853,194609111322.0
11004096.01752974,1.5067255776375532,1,0.5,99.6,99.0,13065.25,229.168,194609224449.0
11004096.519761896,2.0089577324688435,2,0.5,99.6,100.0,13065.25,229.347,194609333082.0
11004097.025763929,2.514959765598178,3,0.5,100.8,98.0,13065.25,224.642,194609443246.0
11004097.528980669,3.018176505342126,3,0.5,101.4,99.0,13065.25,227.389,194609557724.0
11004098.031146737,3.5203425735235214,4,0.5,99.6,98.0,13065.25,230.195,194609665915.0
11004098.533527706,4.022723542526364,5,0.5,101.5,98.0,13065.25,226.604,194609776847.0
11004099.035782216,4.524978052824736,5,0.5,101.5,99.0,13065.25,229.817,194609888922.0
11004099.538197117,5.027392953634262,6,0.5,97.5,99.0,13065.25,226.094,194609996956.0
11004100.045587797,5.534783633425832,7,0.5,104.5,99.0,13065.25,223.183,194610106294.0
11004100.54833038,6.037526216357946,7,0.5,99.5,99.0,13065.25,231.387,194610222893.0
11004101.050478848,6.539674684405327,8,0.5,99.5,97.0,13065.25,228.261,194610333048.0
11004101.552696165,7.041892001405358,9,0.5,101.6,99.0,13065.25,228.177,194610445949.0
11004102.066523414,7.555719250813127,9,0.5,103.2,100.0,13065.25,230.341,194610558787.0
11004102.56858402,8.057779856026173,10,0.5,99.6,99.0,13065.25,227.276,194610669775.0
11004103.070739556,8.559935392811894,10,0.5,101.6,99.0,13065.25,231.319,194610784456.0
11004103.574224291,9.063420128077269,11,0.5,99.3,100.0,13065.25,230.5,194610894064.0
11004104.076238228,9.5654340647161,12,0.5,101.6,98.0,13065.25,226.389,194611002228.0
11004104.583306292,10.072502128779888,12,0.5,98.6,99.0,13065.25,230.339,194611118058.0
11004105.086571116,10.575766952708364,13,0.6,101.3,100.0,13065.25,230.451,194611230442.0
11004105.588905916,11.078101752325892,14,0.5,101.5,98.0,13065.25,226.848,194611340731.0
11004106.091387846,11.58058368228376,14,0.5,101.5,99.0,13065.25,228.639,194611453670.0
11004106.594183393,12.083379229530692,15,0.5,101.5,100.0,13065.25,230.195,194611586106.0
11004107.096308889,12.585504725575447,16,0.5,99.6,99.0,13065.25,226.228,194611697713.0
11004107.60375485,13.0929506868124,16,0.5,100.5,99.0,13065.25,230.14,194611814011.0
11004108.105942408,13.595138244330883,17,0.5,101.6,100.0,13065.25,231.99,194611926570.0
11004108.608185897,14.097381733357906,18,0.5,101.5,98.0,13065.25,226.185,194612035100.0
11004109.110464845,14.599660681560636,18,0.5,97.6,99.0,13065.25,227.743,194612148270.0
11004109.612717224,15.101913060992956,19,0.5,101.5,100.0,13065.25,229.923,194612255140.0
11004110.11496888,15.604164715856314,20,0.5,101.5,98.0,13065.25,226.896,194612364317.0
11004110.621300526,16.110496362671256,20,0.5,100.7,100.0,13065.25,231.027,194612480984.0
11004111.124775551,16.613971387967467,21,0.5,99.3,100.0,13065.25,228.369,194612593551.0
11004111.627076292,17.116272129118443,22,0.5,101.5,99.0,13065.25,225.91,194612702977.0
11004112.129307648,17.618503484874964,22,0.5,101.6,99.0,13065.25,229.699,194612817727.0
11004112.631332455,18.120528291910887,23,0.5,99.6,98.0,13065.25,226.654,194612925679.0
11004113.133630823,18.622826660051942,23,0.5,99.5,99.0,13065.25,228.697,194613037602.0
11004113.641252507,19.130448343232274,24,0.5,102.5,100.0,13065.25,229.025,194613149358.0
11004114.144266365,19.633462201803923,25,0.5,101.4,99.0,13065.25,227.524,194613262065.0
11004114.646536045,20.13573188148439,25,0.5,99.5,99.0,13065.25,231.895,194613376541.0
11004115.149062589,20.63825842551887,26,0.6,101.5,100.0,13065.25,231.618,194613488651.0
11004115.651348026,21.1405438631773,27,0.5,101.6,98.0,13065.25,227.544,194613597253.0
11004116.153604936,21.642800772562623,27,0.5,99.5,99.0,13065.25,229.584,194613708524.0
11004116.660229703,22.14942554011941,28,0.5,102.6,100.0,13065.25,230.39,194613820296.0
11004117.162417833,22.651613669469953,29,0.5,99.6,98.0,13065.25,225.482,194613934271.0
11004117.664565409,23.153761245310307,29,0.5,99.6,100.0,13065.25,230.698,194614047731.0
11004118.166891478,23.65608731471002,30,0.5,101.5,100.0,13065.25,230.973,194614159471.0
11004118.669103304,24.158299140632153,31,0.5,99.5,100.0,13065.25,225.241,194614265292.0
11004119.171344213,24.660540049895644,31,0.5,99.6,99.0,13065.25,229.372,194614379051.0
11004119.6785614,25.16775723733008,32,0.5,102.5,97.0,13065.25,224.726,194614488656.0
11004120.181296596,25.670492433011532,33,0.5,99.5,99.0,13065.25,226.963,194614603351.0
11004120.683488265,26.17268410138786,33,0.5,101.6,100.0,13065.25,229.514,194614714866.0
11004121.18554912,26.674744956195354,34,0.5,99.6,99.0,13065.25,225.891,194614825194.0
11004121.687799778,27.176995614543557,34,0.5,101.5,99.0,13065.25,230.134,194614956101.0
11004122.191307863,27.680503699928522,35,0.5,101.3,100.0,13065.25,231.017,194615075278.0
11004122.698036674,28.187232511118054,36,0.5,100.6,100.0,13065.25,227.729,194615185581.0
11004123.201396357,28.690592193976045,36,0.5,99.3,99.0,13065.25,229.468,194615300595.0
11004123.703694388,29.192890224978328,37,0.5,101.5,100.0,13065.25,230.459,194615413448.0
11004124.205984376,29.695180213078856,38,0.5,99.6,98.0,13065.25,226.153,194615522225.0
11004124.708140384,30.1973362211138,38,0.5,101.5,99.0,13065.25,229.965,194615635861.0
11004125.210404092,30.69959992915392,39,0.6,99.6,100.0,13065.25,233.153,194615747360.0
11004125.717231844,31.20642768032849,40,0.5,102.6,98.0,13065.25,228.609,194615857313.0
11004126.224072926,31.71326876245439,40,0.5,100.6,99.0,13065.25,229.569,194615970531.0
11004126.726280505,32.21547634154558,41,0.5,101.6,100.0,13065.25,232.08,194616079315.0
11004127.228521831,32.71771766804159,42,0.5,99.5,99.0,13065.25,226.87,194616189370.0
11004127.73074986,33.21994569711387,42,0.5,101.6,99.0,13065.25,230.603,194616301095.0
11004128.236383256,33.72557909227908,43,0.5,100.8,99.0,13065.25,229.235,194616414935.0
11004128.739309331,34.22850516811013,44,0.5,99.4,99.0,13065.25,226.007,194616524668.0
11004129.241530191,34.73072602786124,44,0.5,101.6,100.0,13065.25,230.657,194616640322.0
11004129.743615547,35.23281138390303,45,0.5,99.5,99.0,13065.25,226.514,194616748586.0
11004130.246044148,35.735239984467626,45,0.5,101.5,99.0,13065.25,228.945,194616861247.0
11004130.758106852,36.24730268865824,46,0.5,101.6,100.0,13065.25,231.063,194616972833.0
11004131.260121347,36.749317184090614,47,0.5,99.6,98.0,13065.25,227.276,194617082260.0
11004131.762347385,37.251543221995234,47,0.5,101.5,99.0,13065.25,230.071,194617197037.0
11004132.264715265,37.753911102190614,48,0.5,101.5,100.0,13065.25,231.138,194617309021.0
11004132.766953204,38.25614904053509,49,0.5,99.6,98.0,13065.25,226.795,194617418214.0
11004133.268979289,38.75817512534559,49,0.5,101.6,99.0,13065.25,230.195,194617530765.0
11004133.774701666,39.26389750279486,50,0.5,98.9,100.0,13065.25,232.642,194617642923.0
11004134.276893692,39.76608952879906,51,0.5,101.6,100.0,13065.25,227.836,194617751560.0
11004134.779113501,40.2683093380183,51,0.5,101.6,99.0,13065.25,231.432,194617867468.0
11004135.281318069,40.77051390521228,52,0.6,99.6,99.0,13065.25,227.019,194617976978.0
11004135.78358942,41.272785257548094,53,0.5,99.5,99.0,13065.25,226.358,194618111793.0
11004136.28678806,41.77598389610648,53,0.5,103.3,100.0,13065.25,231.339,194618228096.0
11004136.794616206,42.283812042325735,54,0.5,98.5,99.0,13065.25,229.978,194618339438.0
11004137.296847643,42.78604348003864,55,0.5,101.6,98.0,13065.25,224.326,194618448712.0
11004137.79899184,43.288187677040696,55,0.5,101.6,100.0,13065.25,231.296,194618563775.0
11004138.301054755,43.79025059193373,56,0.5,99.6,100.0,13065.25,227.447,194618672140.0
11004138.803269684,44.29246552102268,56,0.5,101.6,99.0,13065.25,229.222,194618785896.0
11004139.305594323,44.79479015991092,57,0.5,99.5,100.0,13065.25,232.546,194618898570.0
11004139.812280184,45.30147602036595,58,0.5,100.7,98.0,13065.25,229.408,194619012040.0
11004140.315634558,45.80483039468527,58,0.5,101.3,99.0,13065.25,231.783,194619127133.0
11004140.817835776,46.307031612843275,59,0.5,101.6,100.0,13065.25,231.074,194619238472.0
11004141.320040004,46.80923584103584,60,0.5,99.6,98.0,13065.25,229.034,194619350298.0
11004141.82204514,47.311240976676345,60,0.5,101.6,99.0,13065.25,232.59,194619462636.0
11004142.324253408,47.81344924494624,61,0.5,99.6,100.0,13065.25,234.177,194619570793.0
11004142.83132912,48.32052495703101,62,0.5,100.6,99.0,13065.25,227.429,194619683884.0
11004143.33355235,48.82274818606675,62,0.5,101.6,99.0,13065.25,231.678,194619799618.0
11004143.835723056,49.324918892234564,63,0.5,101.6,99.0,13065.25,229.379,194619911995.0
11004144.338017687,49.82721352390945,64,0.5,97.6,99.0,13065.25,226.922,194620022578.0
11004144.841693114,50.33088895119727,64,0.5,103.3,100.0,13065.25,233.3,194620137368.0
11004145.34376218,50.83295801654458,65,0.5,99.6,100.0,13065.25,228.77,194620244698.0
11004145.850973468,51.34016930498183,65,0.5,100.6,99.0,13065.25,231.991,194620362197.0
