timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-03-31T00:04:50,codecarbon,225e5c9b-964c-4c07-a0c8-c58b8962778c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,300.8847006428987,0.00019020613336183815,6.321562145081679e-07,360.0,532.6983369637107,10.0,0.02992981544565411,0.017547003759808888,0.0008312790170674112,0.048308098222530405,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,-73.5794,45.5063,4,machine,N,1.0,0.0
